UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode,CLEANBREED,,,,,,
7461,July 28 2017,DOG,Jack Russ,10,M,TRUE,Queens,11105,JACK RUSS,,,,,,
7462,July 30 2017,DOG,"Poodle, Standard",6,F,FALSE,Queens,11375,"POODLE, STANDARD",,,,,,
7463,July 29 2017,DOG,COCKAPOO MIX,3,M,TRUE,Queens,11377,COCKAPOO MIX,,,,,,
7464,July 29 2017,DOG,PIT BULL MIX,2,M,FALSE,Queens,,PIT BULL MIX,,,,,,
7465,August 01 2017,DOG,CHIHUAHUA MIX,5,M,TRUE,Queens,,CHIHUAHUA MIX,,,,,,
7466,July 29 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11421,MIXED/UNKNOWN,,,,,,
7467,July 29 2017,DOG,Pit Bull,,U,FALSE,Queens,11377,PIT BULL,,,,,,
7468,July 31 2017,DOG,Cane Corso,8 MTHS,M,FALSE,Queens,11361,CANE CORSO,,,,,,
7469,July 31 2017,DOG,MIXED/UNKNOWN,8,M,TRUE,Queens,11367,MIXED/UNKNOWN,,,,,,
7470,July 31 2017,DOG,SPANIEL MIXED/UNKNOWN,2,M,TRUE,Queens,11102,SPANIEL MIXED/UNKNOWN,,,,,,
7471,August 01 2017,DOG,German Shepherd,4,F,FALSE,Queens,11419,GERMAN SHEPHERD,,,,,,
7472,August 01 2017,DOG,MIXED/UNKNOWN,4,F,FALSE,Queens,11368,MIXED/UNKNOWN,,,,,,
7473,July 30 2017,DOG,DOGO,1,M,FALSE,Queens,11423,DOGO,,,,,,
7474,August 02 2017,DOG,PIT BULL MIX,4,F,TRUE,Queens,11369,PIT BULL MIX,,,,,,
7475,August 03 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11422,MIXED/UNKNOWN,,,,,,
7476,August 02 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7477,August 02 2017,DOG,"Bull Dog, French",3,M,FALSE,Queens,11374,"BULL DOG, FRENCH",,,,,,
7478,August 03 2017,DOG,Pit Bull,,U,FALSE,Queens,11366,PIT BULL,,,,,,
7479,August 04 2017,DOG,PIT BULL MIX,2,F,FALSE,Queens,11434,PIT BULL MIX,,,,,,
7480,August 04 2017,DOG,Pit Bull,9MTHS,M,FALSE,Queens,11434,PIT BULL,,,,,,
7481,August 04 2017,DOG,PIT BULL MIX,2 & 9MTHS,M,FALSE,Queens,11434,PIT BULL MIX,,,,,,
7482,August 02 2017,DOG,Shih Tzu,,M,FALSE,Queens,,SHIH TZU,,,,,,
7483,August 04 2017,DOG,PIT BULL MIX,2 & 9MTHS,M,FALSE,Queens,11434,PIT BULL MIX,,,,,,
7484,July 28 2017,DOG,BOXER MIX,,U,FALSE,Queens,11354,BOXER MIX,,,,,,
7485,August 06 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7486,August 05 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11693,MIXED/UNKNOWN,,,,,,
7487,August 05 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11378,MIXED/UNKNOWN,,,,,,
7488,August 06 2017,DOG,German Shepherd,2,F,TRUE,Queens,11368,GERMAN SHEPHERD,,,,,,
7489,August 07 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11377,MIXED/UNKNOWN,,,,,,
7490,August 05 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7491,August 02 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7492,August 08 2017,DOG,MIXED/UNKNOWN,5,F,FALSE,Queens,11413,MIXED/UNKNOWN,,,,,,
7493,August 08 2017,DOG,PIT BULL MIX,3,M,TRUE,Queens,11412,PIT BULL MIX,,,,,,
7494,August 08 2017,DOG,Boston Terrier,1,M,TRUE,Queens,11419,BOSTON TERRIER,,,,,,
7495,August 08 2017,DOG,Boston Terrier,1,M,TRUE,Queens,11419,BOSTON TERRIER,,,,,,
7496,August 04 2017,DOG,MIXED/UNKNOWN,5,M,TRUE,Queens,11361,MIXED/UNKNOWN,,,,,,
7497,August 10 2017,DOG,Pomeranian,4,M,TRUE,Queens,11362,POMERANIAN,,,,,,
7498,August 11 2017,DOG,Siberian Husky,,U,FALSE,Queens,11368,SIBERIAN HUSKY,,,,,,
7499,August 09 2017,DOG,Chihuahua,,U,FALSE,Queens,,CHIHUAHUA,,,,,,
7500,August 09 2017,DOG,Yorkshire Terrier,5,F,TRUE,Queens,11370,YORKSHIRE TERRIER,,,,,,
7501,August 11 2017,DOG,Cocker Spaniel,,U,FALSE,Queens,,COCKER SPANIEL,,,,,,
7502,August 11 2017,DOG,Doberman Pinscher,4,F,FALSE,Queens,11354,DOBERMAN PINSCHER,,,,,,
7503,August 01 2017,DOG,STAFFORDSHIRE,3,F,TRUE,Queens,11414,STAFFORDSHIRE,,,,,,
7504,August 12 2017,DOG,Cocker Spaniel,,U,FALSE,Queens,,COCKER SPANIEL,,,,,,
7505,August 12 2017,DOG,PIT BULL MIX,,U,FALSE,Queens,11434,PIT BULL MIX,,,,,,
7506,August 12 2017,DOG,Rottweiler,2,M,FALSE,Queens,11368,ROTTWEILER,,,,,,
7507,August 12 2017,DOG,PIT BULL MIX,2,F,TRUE,Queens,11375,PIT BULL MIX,,,,,,
7508,August 13 2017,DOG,Maltese,7,M,TRUE,Queens,11372,MALTESE,,,,,,
7509,August 13 2017,DOG,TERRIER,,U,FALSE,Queens,,TERRIER,,,,,,
7510,August 13 2017,DOG,Labrador Retriever,2,M,TRUE,Queens,11413,LABRADOR RETRIEVER,,,,,,
7511,August 13 2017,DOG,Shetland Sheepdog,9,M,TRUE,Queens,11004,SHETLAND SHEEPDOG,,,,,,
7512,August 02 2017,DOG,Saint Bernard,,U,FALSE,Queens,11435,SAINT BERNARD,,,,,,
7513,August 14 2017,DOG,Chihuahua,1,M,TRUE,Queens,11373,CHIHUAHUA,,,,,,
7514,August 15 2017,DOG,CHIHUAHUA MIX,1,M,FALSE,Queens,11432,CHIHUAHUA MIX,,,,,,
7515,August 15 2017,DOG,"Jindo Dog,",10,M,TRUE,Queens,11421,"JINDO DOG,",,,,,,
7516,August 15 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7517,August 15 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11435,MIXED/UNKNOWN,,,,,,
7518,August 16 2017,DOG,Pit Bull,2,M,TRUE,Queens,11385,PIT BULL,,,,,,
7519,August 16 2017,DOG,SHIBA INU MIX,5,M,TRUE,Queens,11361,SHIBA INU MIX,,,,,,
7520,August 16 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11104,MIXED/UNKNOWN,,,,,,
7521,August 15 2017,DOG,POODLE MIX,5,M,TRUE,Queens,11368,POODLE MIX,,,,,,
7522,August 17 2017,DOG,MIXED/UNKNOWN,2,F,FALSE,Queens,11417,MIXED/UNKNOWN,,,,,,
7523,August 18 2017,DOG,Shih Tzu,10,M,TRUE,Queens,11365,SHIH TZU,,,,,,
7524,August 17 2017,DOG,MIXED/UNKNOWN,6,M,TRUE,Queens,11372,MIXED/UNKNOWN,,,,,,
7525,August 14 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11373,MIXED/UNKNOWN,,,,,,
7526,August 12 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7527,August 17 2017,DOG,"Poodle, Standard",,U,FALSE,Queens,11433,"POODLE, STANDARD",,,,,,
7528,August 15 2017,DOG,SHIH TZU (MALE) & SHIH TZU MIX (FEMALE),,U,TRUE,Queens,11436,SHIH TZU (MALE) & SHIH TZU MIX (FEMALE),,,,,,
7529,August 17 2017,DOG,PIT BULL MIX,12,F,TRUE,Queens,11385,PIT BULL MIX,,,,,,
7530,August 19 2017,DOG,West High White Terrier,12,M,TRUE,Queens,11357,WEST HIGH WHITE TERRIER,,,,,,
7531,August 20 2017,DOG,Bichon Frise,3,M,FALSE,Queens,11357,BICHON FRISE,,,,,,
7532,August 20 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7533,August 21 2017,DOG,PIT BULL MIX,10,M,TRUE,Queens,11367,PIT BULL MIX,,,,,,
7534,August 16 2017,DOG,Doberman Pinscher,5,M,FALSE,Queens,11378,DOBERMAN PINSCHER,,,,,,
7535,August 21 2017,DOG,Pomeranian,10,M,FALSE,Queens,11364,POMERANIAN,,,,,,
7536,August 07 2017,DOG,LABRADOR RETRIEVER MIX,13,M,TRUE,Queens,11366,LABRADOR RETRIEVER MIX,,,,,,
7537,August 12 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7538,August 22 2017,DOG,Pit Bull,7,M,FALSE,Queens,11364,PIT BULL,,,,,,
7539,August 20 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11420,MIXED/UNKNOWN,,,,,,
7540,August 23 2017,DOG,Pug,,U,FALSE,Queens,11385,PUG,,,,,,
7541,August 24 2017,DOG,Pit Bull,,U,FALSE,Queens,11418,PIT BULL,,,,,,
7542,August 22 2017,DOG,Bull Terrier,10 MTHS,M,FALSE,Queens,11375,BULL TERRIER,,,,,,
7543,August 24 2017,DOG,SHEPHERD MIX,8,M,TRUE,Queens,11421,SHEPHERD MIX,,,,,,
7544,August 25 2017,DOG,Bichon Frise,3,M,FALSE,Queens,11357,BICHON FRISE,,,,,,
7545,August 27 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11362,MIXED/UNKNOWN,,,,,,
7546,August 27 2017,DOG,Maltese,2,M,FALSE,Queens,11433,MALTESE,,,,,,
7547,August 26 2017,DOG,Jack Russ,3,M,FALSE,Queens,11368,JACK RUSS,,,,,,
7548,August 24 2017,DOG,PIT BULL MIX,1,F,FALSE,Queens,11412,PIT BULL MIX,,,,,,
7549,August 20 2017,DOG,MIXED/UNKNOWN,5,M,FALSE,Queens,11368,MIXED/UNKNOWN,,,,,,
7550,August 26 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7551,August 29 2017,DOG,BEAGLE MIX,8 MTHS,M,FALSE,Queens,11412,BEAGLE MIX,,,,,,
7552,August 30 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7553,April 07 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7554,August 28 2017,DOG,Pit Bull,4,F,TRUE,Queens,11691,PIT BULL,,,,,,
7555,August 30 2017,DOG,MIXED/UNKNOWN,2,M,TRUE,Queens,11427,MIXED/UNKNOWN,,,,,,
7556,August 30 2017,DOG,Siberian Husky,12,F,TRUE,Queens,11430,SIBERIAN HUSKY,,,,,,
7557,August 31 2017,DOG,Pit Bull,,U,FALSE,Queens,11101,PIT BULL,,,,,,
7558,August 31 2017,DOG,COCKAPOO MIX,3,M,TRUE,Queens,11414,COCKAPOO MIX,,,,,,
7559,August 31 2017,DOG,Shih Tzu,13,M,FALSE,Queens,11420,SHIH TZU,,,,,,
7560,August 30 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7561,August 09 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7562,September 04 2017,DOG,PIT BULL MIX,3,F,TRUE,Queens,11415,PIT BULL MIX,,,,,,
7563,August 31 2017,DOG,Maltese,5,M,TRUE,Queens,11103,MALTESE,,,,,,
7564,September 04 2017,DOG,MIXED/UNKNOWN,4,M,TRUE,Queens,11106,MIXED/UNKNOWN,,,,,,
7565,September 01 2017,DOG,Pit Bull,,U,FALSE,Queens,11434,PIT BULL,,,,,,
7566,September 02 2017,DOG,Cocker Spaniel,,U,FALSE,Queens,11354,COCKER SPANIEL,,,,,,
7567,September 01 2017,DOG,Maltese,,U,FALSE,Queens,11432,MALTESE,,,,,,
7568,September 03 2017,DOG,Pit Bull,,U,FALSE,Queens,11102,PIT BULL,,,,,,
7569,September 04 2017,DOG,Chihuahua,,U,FALSE,Queens,11104,CHIHUAHUA,,,,,,
7570,September 04 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11421,MIXED/UNKNOWN,,,,,,
7571,September 05 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11420,MIXED/UNKNOWN,,,,,,
7572,September 05 2017,DOG,Wheaton Terrier,6,M,TRUE,Queens,11377,WHEATON TERRIER,,,,,,
7573,September 06 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11358,MIXED/UNKNOWN,,,,,,
7574,September 04 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7575,September 05 2017,DOG,Yorkshire Terrier,4MTHS,M,FALSE,Queens,11355,YORKSHIRE TERRIER,,,,,,
7576,September 06 2017,DOG,Rottweiler,1,M,FALSE,Queens,11693,ROTTWEILER,,,,,,
7577,July 30 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11354,MIXED/UNKNOWN,,,,,,
7578,September 06 2017,DOG,Pit Bull,,U,FALSE,Queens,11368,PIT BULL,,,,,,
7579,September 07 2017,DOG,Cocker Spaniel,4,M,TRUE,Queens,11102,COCKER SPANIEL,,,,,,
7580,August 11 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11374,MIXED/UNKNOWN,,,,,,
7581,September 09 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11433,MIXED/UNKNOWN,,,,,,
7582,September 09 2017,DOG,PUG AND FRENCH BULL MIX,,U,FALSE,Queens,11377,PUG AND FRENCH BULL MIX,,,,,,
7583,September 10 2017,DOG,SHEPHERD MIX,6,M,TRUE,Queens,11357,SHEPHERD MIX,,,,,,
7584,September 10 2017,DOG,MIXED/UNKNOWN,2,M,FALSE,Queens,11372,MIXED/UNKNOWN,,,,,,
7585,September 11 2017,DOG,PIT BULL MIX,7,F,TRUE,Queens,11435,PIT BULL MIX,,,,,,
7586,September 07 2017,DOG,TERRIER MIX,1,M,TRUE,Queens,11367,TERRIER MIX,,,,,,
7587,September 12 2017,DOG,MIXED/UNKNOWN,8,M,TRUE,Queens,11374,MIXED/UNKNOWN,,,,,,
7588,September 11 2017,DOG,Chihuahua,,M,FALSE,Queens,11363,CHIHUAHUA,,,,,,
7589,September 11 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11354,MIXED/UNKNOWN,,,,,,
7590,September 11 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7591,September 13 2017,DOG,Pit Bull,10 MTHS,M,FALSE,Queens,11435,PIT BULL,,,,,,
7592,September 13 2017,DOG,COATED MIXOLO,2,F,TRUE,Queens,11369,COATED MIXOLO,,,,,,
7593,September 13 2017,DOG,PIT BULL MIX,8,F,TRUE,Queens,11427,PIT BULL MIX,,,,,,
7594,September 14 2017,DOG,Pit Bull,1,M,FALSE,Queens,11434,PIT BULL,,,,,,
7595,September 03 2017,DOG,Pit Bull,7 MTHS,M,FALSE,Queens,11377,PIT BULL,,,,,,
7596,September 13 2017,DOG,Rottweiler,3,M,FALSE,Queens,11385,ROTTWEILER,,,,,,
7597,September 14 2017,DOG,Pit Bull,,U,FALSE,Queens,11433,PIT BULL,,,,,,
7598,September 11 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7599,September 15 2017,DOG,Siberian Husky,,U,FALSE,Queens,11377,SIBERIAN HUSKY,,,,,,
7600,September 17 2017,DOG,Shiba Inu,1,F,FALSE,Queens,11355,SHIBA INU,,,,,,
7601,September 16 2017,DOG,Golden Retriever,,U,FALSE,Queens,11355,GOLDEN RETRIEVER,,,,,,
7602,September 17 2017,DOG,German Shepherd,5,M,FALSE,Queens,11421,GERMAN SHEPHERD,,,,,,
7603,September 16 2017,DOG,Shih Tzu,3,F,FALSE,Queens,11369,SHIH TZU,,,,,,
7604,September 16 2017,DOG,POMERANIAN MIX,6,M,TRUE,Queens,11104,POMERANIAN MIX,,,,,,
7605,September 17 2017,DOG,Cane Corso,2,M,TRUE,Queens,11379,CANE CORSO,,,,,,
7606,August 19 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11364,MIXED/UNKNOWN,,,,,,
7607,September 14 2017,DOG,Jack Russ,3Y,M,FALSE,Queens,11358,JACK RUSS,,,,,,
7608,September 17 2017,DOG,PIT BULL MIX,2,F,TRUE,Queens,11358,PIT BULL MIX,,,,,,
7609,September 09 2017,DOG,MULTI POO,,U,FALSE,Queens,11354,MULTI POO,,,,,,
7610,September 14 2017,DOG,BEAGLE MIX,2,M,FALSE,Queens,11354,BEAGLE MIX,,,,,,
7611,September 18 2017,DOG,Labrador Retriever,2,U,FALSE,Queens,11375,LABRADOR RETRIEVER,,,,,,
7612,September 20 2017,DOG,Rottweiler,,U,FALSE,Queens,11105,ROTTWEILER,,,,,,
7613,September 19 2017,DOG,LHASA APSO MIX,15,F,TRUE,Queens,11372,LHASA APSO MIX,,,,,,
7614,September 20 2017,DOG,CHIHUAHUA MIX,5,M,FALSE,Queens,11372,CHIHUAHUA MIX,,,,,,
7615,September 15 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11367,MIXED/UNKNOWN,,,,,,
7616,September 20 2017,DOG,Yorkshire Terrier,2,M,TRUE,Queens,11355,YORKSHIRE TERRIER,,,,,,
7617,September 20 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11103,MIXED/UNKNOWN,,,,,,
7618,September 21 2017,DOG,PIT BULL MIX,2,M,FALSE,Queens,11418,PIT BULL MIX,,,,,,
7619,September 21 2017,DOG,PIT BULL MIX,2,M,FALSE,Queens,11418,PIT BULL MIX,,,,,,
7620,September 13 2017,DOG,SHEPHERD MIX,1,F,FALSE,Queens,11434,SHEPHERD MIX,,,,,,
7621,September 22 2017,DOG,Pomeranian,6,F,TRUE,Queens,11372,POMERANIAN,,,,,,
7622,September 24 2017,DOG,Pit Bull,,U,FALSE,Queens,11368,PIT BULL,,,,,,
7623,September 24 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11373,MIXED/UNKNOWN,,,,,,
7624,September 22 2017,DOG,Shih Tzu,8,M,FALSE,Queens,11417,SHIH TZU,,,,,,
7625,September 25 2017,DOG,Puggle,11,M,TRUE,Queens,11358,PUGGLE,,,,,,
7626,September 22 2017,DOG,Siberian Husky,,U,FALSE,Queens,11372,SIBERIAN HUSKY,,,,,,
7627,September 22 2017,DOG,Pointer,,U,FALSE,Queens,11377,POINTER,,,,,,
7628,September 23 2017,DOG,MIXED/UNKNOWN,3,F,TRUE,Queens,11365,MIXED/UNKNOWN,,,,,,
7629,September 23 2017,DOG,Bull Terrier,1,M,FALSE,Queens,,BULL TERRIER,,,,,,
7630,September 25 2017,DOG,PIT BULL MIX,1,F,FALSE,Queens,11373,PIT BULL MIX,,,,,,
7631,September 24 2017,DOG,German Shepherd,7 MTHS,F,TRUE,Queens,11375,GERMAN SHEPHERD,,,,,,
7632,September 25 2017,DOG,German Pinscher,4,M,TRUE,Queens,11370,GERMAN PINSCHER,,,,,,
7633,September 25 2017,DOG,Pit Bull,4,M,FALSE,Queens,11357,PIT BULL,,,,,,
7634,September 26 2017,DOG,AMERICAN STAFFORD MIX,2,F,TRUE,Queens,11105,AMERICAN STAFFORD MIX,,,,,,
7635,September 26 2017,DOG,Maltese,,U,FALSE,Queens,11421,MALTESE,,,,,,
7636,September 27 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11372,MIXED/UNKNOWN,,,,,,
7637,October 01 2017,DOG,BEAGLE MIX,10 MTHS,M,FALSE,Queens,11106,BEAGLE MIX,,,,,,
7638,September 30 2017,DOG,Pit Bull,7 MTHS,F,FALSE,Queens,11429,PIT BULL,,,,,,
7639,September 28 2017,DOG,MIXED/UNKNOWN,3,F,TRUE,Queens,11697,MIXED/UNKNOWN,,,,,,
7640,September 27 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11436,MIXED/UNKNOWN,,,,,,
7641,October 01 2017,DOG,Pit Bull,4,M,FALSE,Queens,11691,PIT BULL,,,,,,
7642,September 23 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7643,October 04 2017,DOG,PIT BULL MIX,,U,FALSE,Queens,11365,PIT BULL MIX,,,,,,
7644,September 22 2017,DOG,Pit Bull,3,M,FALSE,Queens,11385,PIT BULL,,,,,,
7645,September 29 2017,DOG,"Bull Dog, English",3,M,FALSE,Queens,11354,"BULL DOG, ENGLISH",,,,,,
7646,September 30 2017,DOG,MIXED/UNKNOWN,3,F,TRUE,Queens,11373,MIXED/UNKNOWN,,,,,,
7647,October 06 2017,DOG,CHIHUAHUA MIX,6M,M,TRUE,Queens,11433,CHIHUAHUA MIX,,,,,,
7648,October 01 2017,DOG,Jack Russ,4,M,FALSE,Queens,11368,JACK RUSS,,,,,,
7649,October 04 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7650,October 06 2017,DOG,"Poodle, Toy",3,F,FALSE,Queens,11368,"POODLE, TOY",,,,,,
7651,October 05 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11375,MIXED/UNKNOWN,,,,,,
7652,October 06 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7653,October 08 2017,DOG,PIT BULL MIX,3,M,TRUE,Queens,11103,PIT BULL MIX,,,,,,
7654,October 09 2017,DOG,SIBERIAN HUSKY MIX,4,F,FALSE,Queens,11354,SIBERIAN HUSKY MIX,,,,,,
7655,October 09 2017,DOG,PIT BULL MIX,1,M,FALSE,Queens,11368,PIT BULL MIX,,,,,,
7656,September 15 2017,DOG,Siberian Husky,4,F,TRUE,Queens,11365,SIBERIAN HUSKY,,,,,,
7657,September 01 2017,DOG,Shih Tzu,8,M,TRUE,Queens,11357,SHIH TZU,,,,,,
7658,October 12 2017,DOG,American Eskimo,6,M,FALSE,Queens,11420,AMERICAN ESKIMO,,,,,,
7659,October 07 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7660,October 10 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7661,October 11 2017,DOG,West High White Terrier,2,M,TRUE,Queens,11435,WEST HIGH WHITE TERRIER,,,,,,
7662,October 12 2017,DOG,Maltese,3,F,FALSE,Queens,11356,MALTESE,,,,,,
7663,October 11 2017,DOG,MIXED/UNKNOWN,4,M,TRUE,Queens,11377,MIXED/UNKNOWN,,,,,,
7664,October 13 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11375,MIXED/UNKNOWN,,,,,,
7665,October 12 2017,DOG,Pit Bull,,U,FALSE,Queens,11435,PIT BULL,,,,,,
7666,October 15 2017,DOG,"Bull Dog, English",4,M,FALSE,Queens,11369,"BULL DOG, ENGLISH",,,,,,
7667,October 16 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11106,MIXED/UNKNOWN,,,,,,
7668,October 13 2017,DOG,Pit Bull,1,M,TRUE,Queens,11691,PIT BULL,,,,,,
7669,October 07 2017,DOG,PIT BULL MIX,11,M,TRUE,Queens,11418,PIT BULL MIX,,,,,,
7670,October 10 2017,DOG,MIXED/UNKNOWN,2,M,TRUE,Queens,,MIXED/UNKNOWN,,,,,,
7671,October 10 2017,DOG,Pit Bull,,U,FALSE,Queens,,PIT BULL,,,,,,
7672,October 14 2017,DOG,Boxer,,U,FALSE,Queens,,BOXER,,,,,,
7673,October 18 2017,DOG,PIT BULL MIX,5,F,TRUE,Queens,11417,PIT BULL MIX,,,,,,
7674,October 17 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7675,October 18 2017,DOG,DACHSHUND,5,M,TRUE,Queens,11420,DACHSHUND,,,,,,
7676,October 14 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7677,October 17 2017,DOG,Pomeranian,5,M,FALSE,Queens,11368,POMERANIAN,,,,,,
7678,October 22 2017,DOG,SHIH TZU MIX,6,M,TRUE,Queens,11358,SHIH TZU MIX,,,,,,
7679,October 21 2017,DOG,Doberman Pinscher,4,M,FALSE,Queens,11414,DOBERMAN PINSCHER,,,,,,
7680,October 21 2017,DOG,Shih Tzu,15,F,TRUE,Queens,11373,SHIH TZU,,,,,,
7681,October 21 2017,DOG,Siberian Husky,3,M,FALSE,Queens,11004,SIBERIAN HUSKY,,,,,,
7682,October 21 2017,DOG,Pit Bull,,U,FALSE,Queens,11432,PIT BULL,,,,,,
7683,October 21 2017,DOG,MIXED/UNKNOWN,6,M,TRUE,Queens,11423,MIXED/UNKNOWN,,,,,,
7684,October 22 2017,DOG,Boxer,5,M,TRUE,Queens,11106,BOXER,,,,,,
7685,October 21 2017,DOG,MIXED/UNKNOWN,5,F,FALSE,Queens,11385,MIXED/UNKNOWN,,,,,,
7686,October 22 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11106,MIXED/UNKNOWN,,,,,,
7687,October 21 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11697,MIXED/UNKNOWN,,,,,,
7688,October 23 2017,DOG,German Shepherd,8,M,TRUE,Queens,11435,GERMAN SHEPHERD,,,,,,
7689,October 20 2017,DOG,Siberian Husky,4,F,TRUE,Queens,,SIBERIAN HUSKY,,,,,,
7690,October 22 2017,DOG,Shih Tzu,4,M,FALSE,Queens,11372,SHIH TZU,,,,,,
7691,October 18 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11377,MIXED/UNKNOWN,,,,,,
7692,October 23 2017,DOG,Cocker Spaniel,7,M,FALSE,Queens,11435,COCKER SPANIEL,,,,,,
7693,October 23 2017,DOG,Pit Bull,8,M,TRUE,Queens,11358,PIT BULL,,,,,,
7694,October 24 2017,DOG,German Shepherd,,U,FALSE,Queens,,GERMAN SHEPHERD,,,,,,
7695,October 24 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,,MIXED/UNKNOWN,,,,,,
7696,October 25 2017,DOG,MIXED/UNKNOWN,3,M,TRUE,Queens,11106,MIXED/UNKNOWN,,,,,,
7697,October 24 2017,DOG,German Shepherd,3,F,FALSE,Queens,11368,GERMAN SHEPHERD,,,,,,
7698,October 28 2017,DOG,Labrador Retriever,,U,FALSE,Queens,11419,LABRADOR RETRIEVER,,,,,,
7699,October 26 2017,DOG,Yorkshire Terrier,4,F,FALSE,Queens,11369,YORKSHIRE TERRIER,,,,,,
7700,October 28 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Queens,11433,MIXED/UNKNOWN,,,,,,
7701,October 28 2017,DOG,MIXED/UNKNOWN,1,M,TRUE,Queens,11377,MIXED/UNKNOWN,,,,,,
7702,October 28 2017,DOG,Pit Bull,3,M,TRUE,Queens,11361,PIT BULL,,,,,,
7703,October 28 2017,DOG,LABRADOR RETRIEVER MIX,7,M,TRUE,Queens,11106,LABRADOR RETRIEVER MIX,,,,,,
7704,October 30 2017,DOG,LABRADOR RETRIEVER MIX,8 MTHS,F,TRUE,Queens,11377,LABRADOR RETRIEVER MIX,,,,,,
7705,October 30 2017,DOG,Pit Bull,,U,FALSE,Queens,11358,PIT BULL,,,,,,
