UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode,CLEANBREED,,,,,,
1684,September 04 2017,DOG,AUSTRALIAN CATTLE DOG,8,F,TRUE,Brooklyn,11204,AUSTRALIAN CATTLE DOG,,,,,,
1685,September 06 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,,PIT BULL,,,,,,
1686,September 06 2017,DOG,SHEPHERD MIX,7,F,TRUE,Brooklyn,11216,SHEPHERD MIX,,,,,,
1687,September 07 2017,DOG,HEELER MIX,1Y,F,TRUE,Brooklyn,11238,HEELER MIX,,,,,,
1688,September 06 2017,DOG,Border Terrier,3,M,TRUE,Brooklyn,,BORDER TERRIER,,,,,,
1689,September 08 2017,DOG,"Bull Dog, English",1,M,FALSE,Brooklyn,11224,"BULL DOG, ENGLISH",,,,,,
1690,August 16 2017,DOG,Rottweiler,,U,FALSE,Brooklyn,11230,ROTTWEILER,,,,,,
1691,September 08 2017,DOG,Yorkshire Terrier,10,M,TRUE,Brooklyn,11214,YORKSHIRE TERRIER,,,,,,
1692,September 07 2017,DOG,Maltese,9,M,FALSE,Brooklyn,11220,MALTESE,,,,,,
1693,September 09 2017,DOG,Shih Tzu,,U,FALSE,Brooklyn,11231,SHIH TZU,,,,,,
1694,September 09 2017,DOG,MIXED/UNKNOWN,2,M,TRUE,Brooklyn,11209,MIXED/UNKNOWN,,,,,,
1695,September 09 2017,DOG,Chihuahua,,U,FALSE,Brooklyn,,CHIHUAHUA,,,,,,
1696,September 08 2017,DOG,Miniature Pinscher,,U,FALSE,Brooklyn,11237,MINIATURE PINSCHER,,,,,,
1697,September 12 2017,DOG,Shih Tzu,8Y,M,FALSE,Brooklyn,11204,SHIH TZU,,,,,,
1698,August 03 2017,DOG,LABRADOR RETRIEVER MIX,,U,FALSE,Brooklyn,11233,LABRADOR RETRIEVER MIX,,,,,,
1699,September 11 2017,DOG,not given,,U,FALSE,Brooklyn,,NOT GIVEN,,,,,,
1700,September 13 2017,DOG,Yorkshire Terrier,11Y,M,TRUE,Brooklyn,11208,YORKSHIRE TERRIER,,,,,,
1701,September 12 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11212,PIT BULL,,,,,,
1702,September 13 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11231,PIT BULL,,,,,,
1703,September 13 2017,DOG,"Schnauzer, Standard",3y,M,TRUE,Brooklyn,11235,"SCHNAUZER, STANDARD",,,,,,
1704,September 13 2017,DOG,"Poodle, Standard",,U,FALSE,Brooklyn,11228,"POODLE, STANDARD",,,,,,
1705,September 13 2017,DOG,Yorkshire Terrier,5Y,F,TRUE,Brooklyn,11224,YORKSHIRE TERRIER,,,,,,
1706,September 13 2017,DOG,TERRIER,,U,FALSE,Brooklyn,11215,TERRIER,,,,,,
1707,September 15 2017,DOG,Labrador Retriever,3,M,TRUE,Brooklyn,,LABRADOR RETRIEVER,,,,,,
1708,September 17 2017,DOG,Pit Bull,2,M,TRUE,Brooklyn,11209,PIT BULL,,,,,,
1709,September 15 2017,DOG,Pit Bull,11M,M,FALSE,Brooklyn,11210,PIT BULL,,,,,,
1710,September 17 2017,DOG,CHOW CHOW MIX,5,M,TRUE,Brooklyn,11215,CHOW CHOW MIX,,,,,,
1711,September 12 2017,DOG,Rottweiler,,U,FALSE,Brooklyn,11213,ROTTWEILER,,,,,,
1712,September 17 2017,DOG,Miniature Pinscher,6Y,M,FALSE,Brooklyn,11233,MINIATURE PINSCHER,,,,,,
1713,September 16 2017,DOG,Puggle,13,M,TRUE,Brooklyn,11218,PUGGLE,,,,,,
1714,September 16 2017,DOG,PIT BULL MIX,,U,FALSE,Brooklyn,11225,PIT BULL MIX,,,,,,
1715,September 16 2017,DOG,Yorkshire Terrier,,U,FALSE,Brooklyn,,YORKSHIRE TERRIER,,,,,,
1716,September 15 2017,DOG,BEAGLE MIX,8,M,TRUE,Brooklyn,11226,BEAGLE MIX,,,,,,
1717,September 11 2017,DOG,German Shepherd,8,M,TRUE,Brooklyn,11220,GERMAN SHEPHERD,,,,,,
1718,September 17 2017,DOG,MASTIFF,,U,FALSE,Brooklyn,11225,MASTIFF,,,,,,
1719,September 16 2017,DOG,"Mastiff, Bull",,U,FALSE,Brooklyn,11211,"MASTIFF, BULL",,,,,,
1720,September 15 2017,DOG,MIXED/UNKNOWN,3,M,TRUE,Brooklyn,11201,MIXED/UNKNOWN,,,,,,
1721,September 19 2017,DOG,PIT BULL MIX,,F,FALSE,Brooklyn,11201,PIT BULL MIX,,,,,,
1722,September 20 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,,MIXED/UNKNOWN,,,,,,
1723,September 17 2017,DOG,SHEPHERD MIX,4,M,TRUE,Brooklyn,11208,SHEPHERD MIX,,,,,,
1724,September 20 2017,DOG,Shiba Inu,1Y,M,FALSE,Brooklyn,11249,SHIBA INU,,,,,,
1725,September 21 2017,DOG,Labrador Retriever,3,M,TRUE,Brooklyn,11231,LABRADOR RETRIEVER,,,,,,
1726,September 20 2017,DOG,LABRADOR RETRIEVER MIX,2,M,TRUE,Brooklyn,11233,LABRADOR RETRIEVER MIX,,,,,,
1727,September 21 2017,DOG,Bull Terrier,4M,M,FALSE,Brooklyn,,BULL TERRIER,,,,,,
1728,September 16 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11237,PIT BULL,,,,,,
1729,September 16 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11207,PIT BULL,,,,,,
1730,September 23 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11235,MIXED/UNKNOWN,,,,,,
1731,September 23 2017,DOG,German Shepherd,,U,FALSE,Brooklyn,11235,GERMAN SHEPHERD,,,,,,
1732,September 24 2017,DOG,Pit Bull,9,F,TRUE,Brooklyn,11234,PIT BULL,,,,,,
1733,September 24 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11215,MIXED/UNKNOWN,,,,,,
1734,September 23 2017,DOG,Pekingese,12,F,TRUE,Brooklyn,11221,PEKINGESE,,,,,,
1735,September 25 2017,DOG,Dachshund Smooth Coat Miniature,2,F,TRUE,Brooklyn,11249,DACHSHUND SMOOTH COAT MINIATURE,,,,,,
1736,September 25 2017,DOG,German Shepherd,1Y,M,TRUE,Brooklyn,11201,GERMAN SHEPHERD,,,,,,
1737,September 27 2017,DOG,PIT BULL MIX,2,U,FALSE,Brooklyn,11206,PIT BULL MIX,,,,,,
1738,September 26 2017,DOG,Siberian Husky,4 M,F,FALSE,Brooklyn,11209,SIBERIAN HUSKY,,,,,,
1739,September 27 2017,DOG,German Shepherd,5,F,FALSE,Brooklyn,11208,GERMAN SHEPHERD,,,,,,
1740,September 23 2017,DOG,Bichon Frise,,U,FALSE,Brooklyn,,BICHON FRISE,,,,,,
1741,September 28 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11226,MIXED/UNKNOWN,,,,,,
1742,September 24 2017,DOG,Pit Bull,6Y,M,TRUE,Brooklyn,11234,PIT BULL,,,,,,
1743,September 26 2017,DOG,"Schnauzer, Miniature",5Y,M,FALSE,Brooklyn,11226,"SCHNAUZER, MINIATURE",,,,,,
1744,September 29 2017,DOG,ROTTWEILER MIX,6,M,TRUE,Brooklyn,11206,ROTTWEILER MIX,,,,,,
1745,September 29 2017,DOG,SHIH TZU MIX,3Y,M,TRUE,Brooklyn,11236,SHIH TZU MIX,,,,,,
1746,September 29 2017,DOG,SHIH TZU MIX,3Y,M,TRUE,Brooklyn,11236,SHIH TZU MIX,,,,,,
1747,September 30 2017,DOG,German Shepherd,9,F,FALSE,Brooklyn,11237,GERMAN SHEPHERD,,,,,,
1748,September 19 2017,DOG,Pit Bull,4,M,FALSE,Brooklyn,11212,PIT BULL,,,,,,
1749,September 30 2017,DOG,Golden Retriever,,U,FALSE,Brooklyn,11216,GOLDEN RETRIEVER,,,,,,
1750,August 28 2017,DOG,MIXED/UNKNOWN,2,M,TRUE,Brooklyn,11206,MIXED/UNKNOWN,,,,,,
1751,September 16 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11220,PIT BULL,,,,,,
1752,October 04 2017,DOG,Saint Bernard,1,M,TRUE,Brooklyn,11211,SAINT BERNARD,,,,,,
1753,October 03 2017,DOG,PIT BULL MIX,11MTHS,M,TRUE,Brooklyn,11234,PIT BULL MIX,,,,,,
1754,September 25 2017,DOG,Pomeranian,9Y,M,FALSE,Brooklyn,11229,POMERANIAN,,,,,,
1755,October 04 2017,DOG,"Poodle, Standard",12,F,TRUE,Brooklyn,11234,"POODLE, STANDARD",,,,,,
1756,October 05 2017,DOG,BOSTON BORDER TERRIER,5,F,TRUE,Brooklyn,11210,BOSTON BORDER TERRIER,,,,,,
1757,September 30 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11215,PIT BULL,,,,,,
1758,October 05 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,,PIT BULL,,,,,,
1759,September 16 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,,MIXED/UNKNOWN,,,,,,
1760,October 05 2017,DOG,German Shepherd,4,M,TRUE,Brooklyn,11211,GERMAN SHEPHERD,,,,,,
1761,October 05 2017,DOG,Bull dog,,U,FALSE,Brooklyn,11223,BULL DOG,,,,,,
1762,April 11 2017,DOG,Pekingese,12Y,M,TRUE,Brooklyn,11229,PEKINGESE,,,,,,
1763,October 09 2017,DOG,Pit Bull,5Y,M,TRUE,Brooklyn,11204,PIT BULL,,,,,,
1764,October 05 2017,DOG,SHEPHERD,,U,FALSE,Brooklyn,11235,SHEPHERD,,,,,,
1765,October 01 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11213,PIT BULL,,,,,,
1766,October 11 2017,DOG,Yorkshire Terrier,,U,FALSE,Brooklyn,11214,YORKSHIRE TERRIER,,,,,,
1767,October 07 2017,DOG,Maltese,,U,FALSE,Brooklyn,11207,MALTESE,,,,,,
1768,September 17 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11208,PIT BULL,,,,,,
1769,October 10 2017,DOG,German Shepherd,6Y,M,FALSE,Brooklyn,11215,GERMAN SHEPHERD,,,,,,
1770,October 12 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11216,PIT BULL,,,,,,
1771,October 12 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11216,PIT BULL,,,,,,
1772,October 10 2017,DOG,TERRIER MIX,7,M,TRUE,Brooklyn,11231,TERRIER MIX,,,,,,
1773,October 10 2017,DOG,COLLIE,4Y,M,TRUE,Brooklyn,11231,COLLIE,,,,,,
1774,October 10 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,,MIXED/UNKNOWN,,,,,,
1775,October 15 2017,DOG,TERRIER MIX,14,M,TRUE,Brooklyn,11215,TERRIER MIX,,,,,,
1776,October 17 2017,DOG,Cocker Spaniel,1,M,TRUE,Brooklyn,11220,COCKER SPANIEL,,,,,,
1777,October 06 2017,DOG,Great Dane,1,M,FALSE,Brooklyn,11222,GREAT DANE,,,,,,
1778,October 06 2017,DOG,PIT BULL MIX,2,M,FALSE,Brooklyn,11218,PIT BULL MIX,,,,,,
1779,October 14 2017,DOG,POODLE MIX,10,M,TRUE,Brooklyn,11217,POODLE MIX,,,,,,
1780,October 13 2017,DOG,German Shepherd,2,M,TRUE,Brooklyn,11231,GERMAN SHEPHERD,,,,,,
1781,October 17 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11215,MIXED/UNKNOWN,,,,,,
1782,October 12 2017,DOG,Cavalier King Charles Spaniel,,U,FALSE,Brooklyn,11234,CAVALIER KING CHARLES SPANIEL,,,,,,
1783,October 17 2017,DOG,LABRADOR RETRIEVER MIX,8,M,TRUE,Brooklyn,11215,LABRADOR RETRIEVER MIX,,,,,,
1784,September 17 2017,DOG,HOUND MIX,4Y,M,TRUE,Brooklyn,11238,HOUND MIX,,,,,,
1785,October 20 2017,DOG,TERRIER MIX,5,M,FALSE,Brooklyn,11208,TERRIER MIX,,,,,,
1786,October 14 2017,DOG,Siberian Husky,8 M,M,FALSE,Brooklyn,11235,SIBERIAN HUSKY,,,,,,
1787,October 22 2017,DOG,Pit Bull,2,M,TRUE,Brooklyn,11209,PIT BULL,,,,,,
1788,September 27 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11249,MIXED/UNKNOWN,,,,,,
1789,October 20 2017,DOG,MIX,2Y,M,FALSE,Brooklyn,11239,MIX,,,,,,
1790,October 21 2017,DOG,Pit Bull,4Y,M,FALSE,Brooklyn,11207,PIT BULL,,,,,,
1791,October 20 2017,DOG,DACHSHUND MIX,13Y,M,TRUE,Brooklyn,11215,DACHSHUND MIX,,,,,,
1792,October 20 2017,DOG,MIXED/UNKNOWN,2,M,FALSE,Brooklyn,11218,MIXED/UNKNOWN,,,,,,
1793,October 20 2017,DOG,GERMAN SHEPHERD,,U,FALSE,Brooklyn,,GERMAN SHEPHERD,,,,,,
1794,October 22 2017,DOG,Bull dog,,U,FALSE,Brooklyn,11222,BULL DOG,,,,,,
1795,October 15 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,112O7,PIT BULL,,,,,,
1796,October 26 2017,DOG,Golden Retriever,2Y,M,TRUE,Brooklyn,11201,GOLDEN RETRIEVER,,,,,,
1797,October 26 2017,DOG,HUSKY MIX,1,F,TRUE,Brooklyn,11215,HUSKY MIX,,,,,,
1798,October 16 2017,DOG,PIT BULL MIX,,U,FALSE,Brooklyn,11213,PIT BULL MIX,,,,,,
1799,October 20 2017,DOG,MIXED/UNKNOWN,1,M,FALSE,Brooklyn,,MIXED/UNKNOWN,,,,,,
1800,October 28 2017,DOG,MIXED/UNKNOWN,3Y,M,FALSE,Brooklyn,11230,MIXED/UNKNOWN,,,,,,
1801,October 28 2017,DOG,Bernese Mountain,,U,FALSE,Brooklyn,11216,BERNESE MOUNTAIN,,,,,,
1802,October 28 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11225,PIT BULL,,,,,,
1803,October 29 2017,DOG,German Shepherd,,U,FALSE,Brooklyn,11234,GERMAN SHEPHERD,,,,,,
1804,October 31 2017,DOG,LABRADOR RETRIEVER MIX,10,M,TRUE,Brooklyn,11214,LABRADOR RETRIEVER MIX,,,,,,
1805,October 27 2017,DOG,DACHSHUND MIX,5,F,TRUE,Brooklyn,11222,DACHSHUND MIX,,,,,,
1806,October 21 2017,DOG,"Schnauzer, Giant",9Y,M,TRUE,Brooklyn,11228,"SCHNAUZER, GIANT",,,,,,
1807,October 28 2017,DOG,MIXED/UNKNOWN,2Y,M,FALSE,Brooklyn,11233,MIXED/UNKNOWN,,,,,,
1808,November 01 2017,DOG,BORDER COLLIE MIX,4,M,TRUE,Brooklyn,11201,BORDER COLLIE MIX,,,,,,
1809,October 31 2017,DOG,MIXED/UNKNOWN,1Y,M,FALSE,Brooklyn,11208,MIXED/UNKNOWN,,,,,,
1810,October 25 2017,DOG,Doberman Pinscher,6,F,TRUE,Brooklyn,11231,DOBERMAN PINSCHER,,,,,,
1811,November 01 2017,DOG,Shih Tzu,7Y,F,FALSE,Brooklyn,11224,SHIH TZU,,,,,,
1812,November 04 2017,DOG,Pit Bull,10Y,F,TRUE,Brooklyn,11222,PIT BULL,,,,,,
1813,November 04 2017,DOG,Dachshund Smooth Coat Miniature,6,F,TRUE,Brooklyn,11222,DACHSHUND SMOOTH COAT MINIATURE,,,,,,
1814,November 03 2017,DOG,SIBERIAN PIT BULL,7,M,FALSE,Brooklyn,,SIBERIAN PIT BULL,,,,,,
1815,November 05 2017,DOG,SHIH TZU MIX,,U,FALSE,Brooklyn,11213,SHIH TZU MIX,,,,,,
1816,November 05 2017,DOG,Chihuahua,2018-08-09T00:00:00.000,M,TRUE,Brooklyn,11214,CHIHUAHUA,,,,,,
1817,November 05 2017,DOG,JACK RUSSELL MIX,9,F,FALSE,Brooklyn,11219,JACK RUSSELL MIX,,,,,,
1818,November 04 2017,DOG,SHEPHERD MIX,3,F,TRUE,Brooklyn,11228,SHEPHERD MIX,,,,,,
1819,November 07 2017,DOG,MIXED/UNKNOWN,2Y,M,FALSE,Brooklyn,11207,MIXED/UNKNOWN,,,,,,
1820,November 06 2017,DOG,MIXED/UNKNOWN,,M,FALSE,Brooklyn,11237,MIXED/UNKNOWN,,,,,,
1821,November 06 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,,MIXED/UNKNOWN,,,,,,
1822,November 09 2017,DOG,SHEPHERD MIX,1Y,M,TRUE,Brooklyn,11219,SHEPHERD MIX,,,,,,
1823,November 05 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11208,MIXED/UNKNOWN,,,,,,
1824,November 10 2017,DOG,Chihuahua,4,F,TRUE,Brooklyn,11222,CHIHUAHUA,,,,,,
1825,November 10 2017,DOG,PIT BULL MIX,8MTHS,M,FALSE,Brooklyn,11207,PIT BULL MIX,,,,,,
1826,November 11 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11213,PIT BULL,,,,,,
1827,November 13 2017,DOG,MUTT,4,M,TRUE,Brooklyn,11238,MUTT,,,,,,
1828,November 07 2017,DOG,MIXED/UNKNOWN,11m,M,FALSE,Brooklyn,,MIXED/UNKNOWN,,,,,,
1829,November 10 2017,DOG,German Shepherd,11,M,TRUE,Brooklyn,11235,GERMAN SHEPHERD,,,,,,
1830,November 12 2017,DOG,Pit Bull,3M,M,FALSE,Brooklyn,,PIT BULL,,,,,,
1831,November 14 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11212,PIT BULL,,,,,,
1832,November 11 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11233,PIT BULL,,,,,,
1833,November 09 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11207,MIXED/UNKNOWN,,,,,,
1834,November 15 2017,DOG,Cocker Spaniel,1Y,M,TRUE,Brooklyn,11207,COCKER SPANIEL,,,,,,
1835,November 16 2017,DOG,German Shepherd,4,M,FALSE,Brooklyn,11235,GERMAN SHEPHERD,,,,,,
1836,November 15 2017,DOG,Shiba Inu,4,M,TRUE,Brooklyn,11230,SHIBA INU,,,,,,
1837,November 17 2017,DOG,PIT BULL MIX,1,M,FALSE,Brooklyn,11213,PIT BULL MIX,,,,,,
1838,January 12 2017,DOG,MIXED/UNKNOWN,,M,FALSE,Brooklyn,11201,MIXED/UNKNOWN,,,,,,
1839,November 16 2017,DOG,"Bull Dog, English",,U,FALSE,Brooklyn,11210,"BULL DOG, ENGLISH",,,,,,
1840,November 19 2017,DOG,BASSET HOUND MIX,1,F,TRUE,Brooklyn,,BASSET HOUND MIX,,,,,,
1841,November 14 2017,DOG,Labrador Retriever,7,M,TRUE,Brooklyn,48064,LABRADOR RETRIEVER,,,,,,
1842,November 18 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11205,PIT BULL,,,,,,
1843,November 18 2017,DOG,Beagle,2Y,M,FALSE,Brooklyn,11229,BEAGLE,,,,,,
1844,November 20 2017,DOG,PIT BULL MIX,5,F,TRUE,Brooklyn,11210,PIT BULL MIX,,,,,,
1845,November 15 2017,DOG,MIXED/UNKNOWN,3,F,TRUE,Brooklyn,11231,MIXED/UNKNOWN,,,,,,
1846,November 11 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11237,PIT BULL,,,,,,
1847,November 11 2017,DOG,BASSET HOUND MIX,1,M,TRUE,Brooklyn,11201,BASSET HOUND MIX,,,,,,
1848,November 21 2017,DOG,"Bull Dog, English",8,F,TRUE,Brooklyn,11228,"BULL DOG, ENGLISH",,,,,,
1849,November 16 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,,PIT BULL,,,,,,
1850,November 22 2017,DOG,PIT BULL MIX,8,M,TRUE,Brooklyn,11201,PIT BULL MIX,,,,,,
1851,November 22 2017,DOG,Shih Tzu,5,M,FALSE,Brooklyn,11237,SHIH TZU,,,,,,
1852,November 25 2017,DOG,MIXED/UNKNOWN,9,M,TRUE,Brooklyn,11214,MIXED/UNKNOWN,,,,,,
1853,November 14 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11213,PIT BULL,,,,,,
1854,November 29 2017,DOG,American Eskimo,1,F,TRUE,Brooklyn,11207,AMERICAN ESKIMO,,,,,,
1855,November 15 2017,DOG,MIXED/UNKNOWN,13Y,F,FALSE,Brooklyn,11249,MIXED/UNKNOWN,,,,,,
1856,November 29 2017,DOG,Boxer,,U,FALSE,Brooklyn,11237,BOXER,,,,,,
1857,November 26 2017,DOG,MASTIFF,,U,FALSE,Brooklyn,11209,MASTIFF,,,,,,
1858,November 29 2017,DOG,Siberian Husky,6Y,M,TRUE,Brooklyn,11234,SIBERIAN HUSKY,,,,,,
1859,December 01 2017,DOG,GERMAN SHEPHERD,,U,FALSE,Brooklyn,11209,GERMAN SHEPHERD,,,,,,
1860,December 01 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11220,MIXED/UNKNOWN,,,,,,
1861,December 02 2017,DOG,Labrador Retriever,11,M,TRUE,Brooklyn,11201,LABRADOR RETRIEVER,,,,,,
1862,November 29 2017,DOG,MIXED/UNKNOWN,4Y,M,FALSE,Brooklyn,11206,MIXED/UNKNOWN,,,,,,
1863,December 04 2017,DOG,ENGLISH COCKER SPANIEL,6y,F,FALSE,Brooklyn,11223,ENGLISH COCKER SPANIEL,,,,,,
1864,December 05 2017,DOG,ENG FRENCH PIT BULL,3,M,TRUE,Brooklyn,11226,ENG FRENCH PIT BULL,,,,,,
1865,December 05 2017,DOG,BICHON FRISE/ CAVALIER CHARLES SPANIEL,3,M,TRUE,Brooklyn,11209,BICHON FRISE/ CAVALIER CHARLES SPANIEL,,,,,,
1866,December 07 2017,DOG,Pit Bull,3 M,M,TRUE,Brooklyn,11236,PIT BULL,,,,,,
1867,December 07 2017,DOG,Beagle,7M,F,TRUE,Brooklyn,11204,BEAGLE,,,,,,
1868,December 08 2017,DOG,Bull dog,2y,M,TRUE,Brooklyn,11215,BULL DOG,,,,,,
1869,December 08 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11215,MIXED/UNKNOWN,,,,,,
1870,November 01 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11206,MIXED/UNKNOWN,,,,,,
1871,November 05 2017,DOG,Maltese,2,M,FALSE,Brooklyn,11221,MALTESE,,,,,,
1872,December 11 2017,DOG,BOXER MIX,2,M,FALSE,Brooklyn,11209,BOXER MIX,,,,,,
1873,December 08 2017,DOG,Great Dane,3,M,TRUE,Brooklyn,11223,GREAT DANE,,,,,,
1874,December 11 2017,DOG,Pug,,U,FALSE,Brooklyn,11234,PUG,,,,,,
1875,December 12 2017,DOG,TERRIER MIX,,U,FALSE,Brooklyn,11205,TERRIER MIX,,,,,,
1876,December 12 2017,DOG,MIXED/UNKNOWN,4,M,TRUE,Brooklyn,11209,MIXED/UNKNOWN,,,,,,
1877,December 13 2017,DOG,MIXED/UNKNOWN,5,M,FALSE,Brooklyn,11206,MIXED/UNKNOWN,,,,,,
1878,December 15 2017,DOG,MIXED/UNKNOWN,1,M,FALSE,Brooklyn,11208,MIXED/UNKNOWN,,,,,,
1879,December 12 2017,DOG,MIXED/UNKNOWN,1900-01-07T00:00:00.000,M,TRUE,Brooklyn,11222,MIXED/UNKNOWN,,,,,,
1880,December 15 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11230,MIXED/UNKNOWN,,,,,,
1881,December 12 2017,DOG,WIRED HAIR TERRIER MIX,4,F,TRUE,Brooklyn,11214,WIRED HAIR TERRIER MIX,,,,,,
1882,December 12 2017,DOG,German Shepherd,,U,FALSE,Brooklyn,11214,GERMAN SHEPHERD,,,,,,
1883,December 11 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,,MIXED/UNKNOWN,,,,,,
1884,December 17 2017,DOG,Shih Tzu,,U,FALSE,Brooklyn,,SHIH TZU,,,,,,
1885,December 18 2017,DOG,CHINESE CRESTED,12,M,TRUE,Brooklyn,11229,CHINESE CRESTED,,,,,,
1886,December 18 2017,DOG,MIXED/UNKNOWN,3,M,FALSE,Brooklyn,11205,MIXED/UNKNOWN,,,,,,
5561,March 20 2017,DOG,MUTT,,U,FALSE,Other,,MUTT,,,,,,
1887,December 18 2017,DOG,Shih Tzu,5Y,M,FALSE,Brooklyn,11236,SHIH TZU,,,,,,
1888,November 26 2017,DOG,Shih Tzu,5Y,M,TRUE,Brooklyn,11223,SHIH TZU,,,,,,
1889,December 17 2017,DOG,BOLOGNESE BICHON,15,M,TRUE,Brooklyn,11205,BOLOGNESE BICHON,,,,,,
1890,December 21 2017,DOG,MIXED/UNKNOWN,3,M,TRUE,Brooklyn,11249,MIXED/UNKNOWN,,,,,,
1891,December 22 2017,DOG,"Poodle, Toy",3,F,TRUE,Brooklyn,11235,"POODLE, TOY",,,,,,
1892,December 21 2017,DOG,Pit Bull,,U,FALSE,Brooklyn,11208,PIT BULL,,,,,,
1893,December 21 2017,DOG,MIXED/UNKNOWN,1,M,FALSE,Brooklyn,11207,MIXED/UNKNOWN,,,,,,
1894,December 24 2017,DOG,Shih Tzu,,F,FALSE,Brooklyn,11232,SHIH TZU,,,,,,
1895,December 22 2017,DOG,Yorkshire Terrier,,U,FALSE,Brooklyn,11221,YORKSHIRE TERRIER,,,,,,
1896,December 26 2017,DOG,Yorkshire Terrier,,U,FALSE,Brooklyn,11221,YORKSHIRE TERRIER,,,,,,
1897,December 21 2017,DOG,PIT BULL MIX,5,F,TRUE,Brooklyn,11237,PIT BULL MIX,,,,,,
1898,December 25 2017,DOG,Shih Tzu,2,M,FALSE,Brooklyn,11212,SHIH TZU,,,,,,
1899,December 22 2017,DOG,PIT BULL MIX,11Y,M,TRUE,Brooklyn,,PIT BULL MIX,,,,,,
1900,December 27 2017,DOG,Shiba Inu,6,F,FALSE,Brooklyn,11209,SHIBA INU,,,,,,
1901,December 20 2017,DOG,PIT BULL MIX,1,M,TRUE,Brooklyn,11224,PIT BULL MIX,,,,,,
1902,December 28 2017,DOG,Bichon Frise,9,F,TRUE,Brooklyn,11228,BICHON FRISE,,,,,,
1903,December 20 2017,DOG,PIT BULL MIX,1,M,FALSE,Brooklyn,11224,PIT BULL MIX,,,,,,
1904,December 31 2017,DOG,"Mastiff, Bull",6,M,TRUE,Brooklyn,11215,"MASTIFF, BULL",,,,,,
1905,December 26 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11229,MIXED/UNKNOWN,,,,,,
1906,December 30 2017,DOG,MIXED/UNKNOWN,9Y,M,FALSE,Brooklyn,11201,MIXED/UNKNOWN,,,,,,
1907,January 01 2018,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,11220,MIXED/UNKNOWN,,,,,,
1908,December 31 2017,DOG,PIT BULL MIX,,U,FALSE,Brooklyn,11224,PIT BULL MIX,,,,,,
1909,January 04 2018,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,,MIXED/UNKNOWN,,,,,,
1910,January 06 2018,DOG,Pit Bull,,U,FALSE,Brooklyn,11224,PIT BULL,,,,,,
1911,January 08 2018,DOG,MIXED/UNKNOWN,4,M,FALSE,Brooklyn,11231,MIXED/UNKNOWN,,,,,,
1912,January 09 2018,DOG,Pit Bull,,U,FALSE,Brooklyn,11224,PIT BULL,,,,,,
1913,January 03 2018,DOG,BASENJI,4Y,M,FALSE,Brooklyn,11231,BASENJI,,,,,,
1914,January 01 2018,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,,MIXED/UNKNOWN,,,,,,
1915,December 31 2017,DOG,MIXED/UNKNOWN,,U,FALSE,Brooklyn,,MIXED/UNKNOWN,,,,,,
